dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-08-01,John King Jr.,14,1,Sat,89,0.09840078869601711,8
2020-08-21,Rosemary DiCarlo,14,1,Fri,0,0.21135571297490968,0
2020-10-30,Karen Mills,7,1,Fri,55,0.13101673733908684,7
2020-05-21,Jack Lew,8,1,Thu,26,0.4520892146741971,11
2020-05-23,Penny Pritzker,15,1,Sat,57,0.18446111435769125,10
2020-09-20,Sloan D. Gibson,25,1,Sun,17,0.3411460192175582,5
2020-09-28,Julian Castro,11,1,Mon,0,0.6506668327958323,0
2020-04-25,Cameron Kerry,7,1,Sat,101,0.35191309691872447,35
2020-10-27,Michael Froman,34,1,Tue,0,0.3863031707587652,0
2020-05-02,Demetrios Marantis,3,1,Sat,118,0.8189650626038201,96
2020-05-02,Rand Beers,3,1,Sat,190,0.7356176201719791,139
2020-10-18,Penny Pritzker,25,1,Sun,20,0.27504425994120535,5
2020-07-20,Demetrios Marantis,16,1,Mon,0,0.6395304572652094,0
2020-05-04,Ernest Moniz,11,1,Mon,0,0.2506463173544034,0
2020-06-15,Eric Holder,7,1,Mon,0,0.0986909777391702,0
2020-08-22,Seth Harris,3,1,Sat,21,0.31011921655153857,6
2020-06-07,Michael Froman,4,1,Sun,52,0.7606857078615575,39
2020-06-16,Robert Gates,13,1,Tue,0,0.1559988340595737,0
2020-05-03,Sally Jewell,35,1,Sun,28,0.767930701910518,21
2020-08-21,Karen Mills,40,1,Fri,55,0.06250391540816054,3
2020-05-11,Miriam Sapiro,12,1,Mon,0,0.1747179491096176,0
2020-10-25,Hilda Solis,7,1,Sun,50,0.63852675834205,31
2020-10-12,Kathleen Sebelius,33,1,Mon,0,0.6075361918774433,0
2020-10-22,Michael Scuse,12,1,Thu,0,0.810303409374319,0
2020-09-05,Seth Harris,8,1,Sat,84,0.6041827030014246,50
2020-06-20,Gary Locke,32,1,Sat,25,0.437154177040793,10
2020-09-17,Steven Chu,2,1,Thu,16,0.7001529151108116,11
2020-04-03,Anthony Foxx,41,1,Fri,93,0.151259391522035,14
2020-10-22,Maria Contreras-Sweet,34,1,Thu,30,0.044534780958201736,1
2020-11-02,Penny Pritzker,24,1,Mon,0,0.06566765612224117,0
2020-06-17,Penny Pritzker,43,1,Wed,0,0.052875760092865674,0
2020-09-10,Arne Duncan,12,1,Thu,0,0.8259734184131957,0
2020-09-20,Maria Contreras-Sweet,11,1,Sun,86,0.27328045218018815,23
2020-09-01,Peter R. Orszag,31,1,Tue,0,0.36640739244176074,0
2020-07-13,Bob McDonald,7,1,Mon,0,0.48769361053127797,0
2020-07-17,Gina McCarthy,39,1,Fri,54,0.13219353914028034,7
2020-06-06,Ken Salazar,21,1,Sat,55,0.5244465838186443,28
2020-08-29,Arne Duncan,5,1,Sat,122,0.6370317445951513,77
2020-09-26,Leon Panetta,38,1,Sat,59,0.20046837133122608,11
2020-07-04,Hillary Clinton,19,1,Sat,83,0.07441047319443896,6
2020-07-21,Jeanne Hulit,22,1,Tue,0,0.649583683302626,0
2020-08-22,Penny Pritzker,9,1,Sat,76,0.5224421713850461,39
2020-05-02,Ron Kirk,7,1,Sat,68,0.7366338697029278,50
2020-06-14,Lisa P. Jackson,8,1,Sun,44,0.22959553025430068,10
2020-06-28,Kathleen Sebelius,17,1,Sun,27,0.20865149565506727,5
2020-04-19,Eric Shinseki,4,1,Sun,30,0.47447505954187363,14
2020-10-20,Demetrios Marantis,3,1,Tue,0,0.2494504195987247,0
2020-09-29,Ray LaHood,10,1,Tue,0,0.16987148373154923,0
2020-10-08,Sylvia Mathews Burwell,3,1,Thu,41,0.6284836324397475,25
2020-10-21,Jeanne Hulit,18,1,Wed,0,0.5559108805609867,0
2020-04-16,Neal S. Wolin,18,1,Thu,0,0.23431806092849,0
2020-06-22,Shaun Donovan,17,1,Mon,0,0.780035067780409,0
2020-07-26,Seth Harris,4,1,Sun,22,0.7522161578759551,16
2020-04-23,Ken Salazar,3,1,Thu,0,0.0791763185756281,0
2020-09-21,Arne Duncan,17,1,Mon,0,0.2436666127992794,0
2020-09-08,Loretta Lynch,14,1,Tue,0,0.598404243029654,0
2020-04-12,William M. Daley,16,1,Sun,101,0.43208420053124424,43
2020-07-14,Michael Froman,25,1,Tue,0,0.518196746869944,0
2020-10-17,Peter R. Orszag,10,1,Sat,43,0.3217230940586887,13
2020-04-10,Gina McCarthy,35,1,Fri,74,0.05661761544179171,4
2020-06-03,Neal S. Wolin,16,1,Wed,0,0.53578453219961375,0
2020-07-18,Rosemary DiCarlo,9,1,Sat,60,0.7716491714934818,46
2020-08-11,Bob McDonald,7,1,Tue,0,0.7222980660502799,0
2020-05-28,Austan Goolsbee,19,1,Thu,0,0.20786715183639898,0
2020-07-01,Bob Perciasepe,39,1,Wed,0,0.6207740499870852,0
2020-06-19,Seth Harris,5,1,Fri,27,0.32310347171733156,8
2020-10-22,Joe Biden,32,1,Thu,23,0.7101393539924175,16
2020-04-27,Arne Duncan,20,1,Mon,0,0.7994101934833452,0
2020-04-16,Lisa P. Jackson,15,1,Thu,20,0.08015930979745463,1
2020-10-27,Robert Gates,10,1,Tue,0,0.40269773817854,0
2020-07-06,Loretta Lynch,11,1,Mon,0,0.33181340135633947,0
2020-06-20,Christina Romer,9,1,Sat,97,0.6596361735253594,63
2020-05-01,Tom Vilsack,4,1,Fri,57,0.741050926654134,42
2020-04-12,Alan Krueger,6,1,Sun,23,0.6018323238822632,13
2020-08-21,Chuck Hagel,42,1,Fri,22,0.6865345818339846,15
2020-08-04,Joe Biden,17,1,Tue,0,0.6347771444823592,0
2020-11-01,Ron Kirk,33,1,Sun,23,0.7420901057776064,17
2020-08-10,Anthony Foxx,37,1,Mon,0,0.13185680417809634,0
2020-04-15,Tom Perez,7,1,Wed,0,0.6839910155395046,0
2020-05-06,Bob McDonald,15,1,Wed,0,0.1588356282445602,0
2020-07-13,Ray LaHood,12,1,Mon,0,0.13648558200802655,0
2020-04-01,Karen Mills,20,1,Wed,0,0.13673651777207851,0
2020-07-05,Miriam Sapiro,9,1,Sun,64,0.6677862032083794,42
2020-05-27,Sylvia Mathews Burwell,15,1,Wed,0,0.39348397140856833,0
2020-10-21,Bob McDonald,4,1,Wed,0,0.15889897955348714,0
2020-09-03,Ron Kirk,35,1,Thu,22,0.04642659217352047,1
2020-05-06,Pete Rouse,23,1,Wed,0,0.0963454243610613,0
2020-07-13,Michael Froman,36,1,Mon,0,0.4275984794832766,0
2020-08-28,Maria Contreras-Sweet,12,1,Fri,54,0.4610790283884853,24
2020-07-10,Seth Harris,29,1,Fri,52,0.2489618564606644,12
2020-10-25,Janet Napolitano,3,1,Sun,18,0.20508778108051046,3
2020-09-02,Shaun Donovan,16,1,Wed,0,0.5010293450555764,0
2020-06-26,Ken Salazar,6,1,Fri,34,0.768990637618117,26
2020-04-26,Bob Perciasepe,23,1,Sun,74,0.12039198575075716,8
2020-05-23,Penny Pritzker,9,1,Sat,38,0.27323848244268445,10
2020-10-05,Anthony Foxx,25,1,Mon,0,0.8495390421827324,0
2020-07-04,Alan Krueger,8,1,Sat,89,0.5179574404610321,46
2020-07-18,Chuck Hagel,19,1,Sat,84,0.2305825682589784,19
2020-08-29,Christina Romer,1,1,Sat,160,0.6565787445753812,105
2020-09-12,Jack Lew,1,1,Sat,78,0.683796026033815,53
2020-05-04,Pete Rouse,31,1,Mon,0,0.29210576420882717,0
2020-10-02,Neal S. Wolin,34,1,Fri,98,0.07809646817622706,7
2020-10-23,John King Jr.,16,1,Fri,42,0.019884555065073074,0
2020-08-06,Sylvia Mathews Burwell,4,1,Thu,17,0.3939742994727567,6
2020-07-18,Jeanne Hulit,4,1,Sat,64,0.7412184636224992,47
2020-05-12,Sylvia Mathews Burwell,9,1,Tue,0,0.2896880374639295,0
2020-04-01,Jeffrey Zients,24,1,Wed,0,5.865430575795472e-4,0
2020-10-08,Bob Perciasepe,14,1,Thu,33,0.19728501337813212,6
2020-04-30,Susan Rice,9,1,Thu,17,0.20499819871038197,3
2020-04-05,Penny Pritzker,31,1,Sun,28,0.7815457380726002,21
2020-10-21,Loretta Lynch,14,1,Wed,0,0.7788037735386751,0
2020-06-03,Christina Romer,2,1,Wed,0,0.5079738813103176,0
2020-05-06,Gina McCarthy,2,1,Wed,0,0.622914596053306,0
2020-06-26,Rahm Emanuel,2,1,Fri,62,0.8274088865844532,51
2020-07-09,Shaun Donovan,9,1,Thu,31,0.702309592301026,21
2020-07-04,Jason Furman,2,1,Sat,115,0.8351580732036382,96
2020-07-22,Ray LaHood,18,1,Wed,0,0.8416950142360292,0
2020-10-01,Arne Duncan,9,1,Thu,22,0.250382721342612,5
2020-04-12,Jeh Johnson,14,1,Sun,19,0.09915036180755123,1
2020-07-30,Ash Carter,12,1,Thu,0,0.33262193127302453,0
2020-08-28,Karen Mills,8,1,Fri,44,0.19742237561149523,8
2020-08-21,Karen Mills,19,1,Fri,27,0.1280469069490209,3
2020-08-22,Kathleen Sebelius,36,1,Sat,30,0.7102835710975341,21
2020-07-12,Loretta Lynch,2,1,Sun,48,0.7655669380095788,36
2020-10-28,Janet Napolitano,27,1,Wed,0,0.7587258161744103,0
2020-06-27,Michael Froman,6,1,Sat,48,0.5475695820059627,26
2020-10-02,Ash Carter,2,1,Fri,65,0.8281576035544276,53
2020-09-12,Michael Scuse,10,1,Sat,74,0.5716731397435069,42
2020-07-25,Samantha Power,14,1,Sat,66,0.24443400675663723,16
2020-10-07,Eric Holder,19,1,Wed,0,0.08549257398117334,0
2020-07-11,Neal S. Wolin,10,1,Sat,68,0.649870901578106,44
2020-04-02,William M. Daley,21,1,Thu,0,0.6242223774199374,0
2020-09-05,Bob McDonald,13,1,Sat,126,0.13515300657600163,17
2020-09-03,Julian Castro,14,1,Thu,18,0.1248465821146965,2
2020-05-11,Hilda Solis,17,1,Mon,0,0.17139876190340145,0
2020-08-19,Hillary Clinton,21,1,Wed,0,0.008831229619681835,0
2020-07-27,Rahm Emanuel,14,1,Mon,0,0.30330362875247374,0
2020-06-12,Gina McCarthy,12,1,Fri,43,0.03375175974797457,1
2020-08-17,Seth Harris,25,1,Mon,0,0.13578961056191474,0
2020-09-27,Steven Chu,6,1,Sun,38,0.8093874867307022,30
2020-09-01,Jack Lew,10,1,Tue,0,0.628877725917846,0
2020-06-15,Eric Shinseki,12,1,Mon,0,0.6668187557253986,0
2020-04-28,Pete Rouse,23,1,Tue,0,0.45940621208865196,0
2020-06-24,Denis McDonough,9,1,Wed,0,0.8179450077353977,0
2020-10-19,Jack Lew,8,1,Mon,0,0.019035782932769505,0
2020-09-22,Christina Romer,30,1,Tue,0,0.021493567642755805,0
2020-09-12,Rosemary DiCarlo,4,1,Sat,91,0.4923643689835444,44
2020-10-25,Miriam Sapiro,18,1,Sun,0,0.14622201706515625,0
2020-11-02,John Bryson,21,1,Mon,0,0.5843428875668906,0
2020-08-10,Steven Chu,24,1,Mon,0,0.019770005461759863,0
2020-04-07,Ron Kirk,24,1,Tue,0,0.7150616037310101,0
2020-06-13,Sloan D. Gibson,3,1,Sat,58,0.59131392640993,34
2020-05-31,Kathleen Sebelius,3,1,Sun,41,0.5786886888439767,23
2020-04-26,Seth Harris,4,1,Sun,39,0.41052345783682537,16
2020-04-10,Michael Scuse,16,1,Fri,45,0.1900797934969887,8
2020-06-20,Jeanne Hulit,2,1,Sat,116,0.8294159151380881,96
2020-06-13,Pete Rouse,8,1,Sat,97,0.11648750071180984,11
2020-05-08,Leon Panetta,15,1,Fri,0,0.14873091002227737,0
2020-08-13,Christina Romer,21,1,Thu,0,0.7245326018542982,0
2020-06-26,Christina Romer,16,1,Fri,52,0.06773009737953543,3
2020-10-25,Janet Napolitano,12,1,Sun,34,0.4568593575851992,15
2020-08-20,Peter R. Orszag,16,1,Thu,29,0.33952015058603136,9
2020-06-11,Austan Goolsbee,27,1,Thu,0,0.8015749149606562,0
2020-05-13,Ray LaHood,16,1,Wed,0,0.24823036562884226,0
2020-04-26,Alan Krueger,29,1,Sun,26,0.5799462038557976,15
2020-11-03,John Kerry,32,1,Tue,0,0.29095524532021955,0
2020-06-22,Chuck Hagel,14,1,Mon,0,0.5342892235727049,0
2020-07-31,Steven Chu,9,1,Fri,21,0.4428714440669864,9
2020-09-06,Christina Romer,16,1,Sun,76,0.07353332549100741,5
2020-10-06,Jeh Johnson,34,1,Tue,0,0.8398677991586737,0
2020-08-03,Cameron Kerry,10,1,Mon,0,0.43112659016624094,0
2020-04-03,Demetrios Marantis,14,1,Fri,55,0.30540173208573834,16
2020-10-14,Alan Krueger,28,1,Wed,0,0.25153999832691626,0
2020-09-15,Jeffrey Zients,18,1,Tue,0,0.20030440854607148,0
2020-06-23,Gary Locke,6,1,Tue,0,0.7174265572451987,0
2020-04-21,Ernest Moniz,15,1,Tue,0,0.5942946928902529,0
2020-04-11,Bob Perciasepe,16,1,Sat,0,0.3848525509005412,0
2020-09-26,Tom Vilsack,11,1,Sat,71,0.3398628492490388,24
2020-09-27,Jeh Johnson,15,1,Sun,21,0.15784921839367597,3
2020-08-21,Karen Mills,18,1,Fri,34,0.2957363795372657,10
2020-04-29,Joe Biden,22,1,Wed,0,0.79365631304681294,0
2020-06-14,Ernest Moniz,25,1,Sun,0,0.47737010776763783,0
2020-09-06,Cameron Kerry,12,1,Sun,44,0.4474504526820965,19
2020-10-14,Steven Chu,13,1,Wed,0,0.3311880540684797,0
2020-08-30,Bob McDonald,21,1,Sun,36,0.14308345653116702,5
2020-05-23,Janet Napolitano,10,1,Sat,124,0.31084379947278645,38
2020-08-18,Bob Perciasepe,15,1,Tue,0,0.44709900320740414,0
2020-05-31,Bob McDonald,1,1,Sun,45,0.7686270493781194,34
2020-10-25,Joe Biden,7,1,Sun,29,0.6741317382198758,19
2020-05-05,Loretta Lynch,14,1,Tue,0,0.6432369175134226,0
2020-06-30,Tom Perez,38,1,Tue,0,0.19990418255329132,0
2020-05-25,Sylvia Mathews Burwell,18,1,Mon,0,0.49993928507901725,0
2020-04-21,Eric Shinseki,36,1,Tue,0,0.5807941657607444,0
2020-09-27,Bob McDonald,1,1,Sun,25,0.7486817337921821,18
2020-07-23,Bob McDonald,9,1,Thu,0,0.018350914015900343,0
2020-08-23,Hillary Clinton,13,1,Sun,54,0.012791905726771802,0
2020-06-28,Susan Rice,8,1,Sun,39,0.3982456043595448,15
2020-09-30,Timothy Geithner,16,1,Wed,0,0.2763161233393475,0
2020-09-07,Gary Locke,21,1,Mon,0,0.7872885961318389,0
2020-06-15,Timothy Geithner,17,1,Mon,0,0.0979676158982329,0
2020-10-23,Ray LaHood,18,1,Fri,30,0.10103921788977459,3
2020-08-19,Susan Rice,22,1,Wed,0,0.6830299071851186,0
2020-04-08,Rahm Emanuel,9,1,Wed,0,0.27475859799887986,0
2020-08-08,Tom Vilsack,6,1,Sat,117,0.19942052867263554,23
2020-06-30,Rahm Emanuel,16,1,Tue,0,0.7405955474125221,0
2020-04-17,Daniel Poneman,2,1,Fri,36,0.7496964117512107,26
2020-07-24,Ash Carter,16,1,Fri,49,0.4661715361056849,22
2020-10-26,Seth Harris,6,1,Mon,0,0.06565430260961876,0
2020-09-01,Pete Rouse,28,1,Tue,0,0.8360628634341992,0
2020-07-30,Ron Kirk,3,1,Thu,29,0.2338535140850581,6
2020-05-23,Anthony Foxx,12,1,Sat,105,0.6483177408576012,68
2020-09-16,Susan Rice,12,1,Wed,0,0.7068298717029392,0
2020-08-20,Jeanne Hulit,2,1,Thu,22,0.7563986593508162,16
2020-09-28,Jeanne Hulit,8,1,Mon,0,0.3324816590291448,0
2020-08-19,Ernest Moniz,12,1,Wed,0,0.707979996164795,0
2020-07-14,Chuck Hagel,42,1,Tue,0,0.27270939329173416,0
2020-07-17,Tom Perez,5,1,Fri,76,0.5105726780369878,38
2020-06-22,Hillary Clinton,5,1,Mon,0,0.13956829365342854,0
2020-07-07,Steven Chu,48,1,Tue,0,0.12918487641727552,0
2020-09-24,Peter R. Orszag,3,1,Thu,16,0.2316845299093984,3
2020-10-19,Tom Vilsack,48,1,Mon,0,0.4840084687224589,0
2020-05-03,Bob Perciasepe,2,1,Sun,41,0.680943143076729,27
2020-09-10,Hillary Clinton,3,1,Thu,20,0.8471509944181889,16
2020-10-29,Ron Kirk,22,1,Thu,0,0.07021731408312916,0
2020-10-29,William M. Daley,2,1,Thu,15,0.8078498830087483,12
2020-06-16,Alan Krueger,24,1,Tue,0,0.7754049184615723,0
2020-06-25,Rand Beers,22,1,Thu,16,0.41077261620666833,6
2020-10-24,Jeh Johnson,10,1,Sat,106,0.521009167144075,55
2020-04-24,Peter R. Orszag,4,1,Fri,78,0.5152735354262404,40
2020-10-20,Ray LaHood,19,1,Tue,0,0.0014634639606811105,0
2020-06-15,Rahm Emanuel,26,1,Mon,0,0.7170501055079512,0
2020-07-25,Penny Pritzker,4,1,Sat,117,0.830806750350166,97
2020-07-26,Jeanne Hulit,2,1,Sun,25,0.8031643934198655,20
2020-09-03,Steven Chu,23,1,Thu,0,0.6158745542983525,0
2020-06-28,Rahm Emanuel,5,1,Sun,25,0.5287982385605573,13
2020-05-04,Jeh Johnson,35,1,Mon,0,0.1628074854495935,0
2020-06-13,Demetrios Marantis,6,1,Sat,44,0.16545778207946568,7
2020-08-14,Michael Froman,2,1,Fri,26,0.8100242209387943,21
2020-04-13,Michael Scuse,7,1,Mon,0,0.01140467933146283,0
2020-10-02,Ernest Moniz,10,1,Fri,68,0.4720446402905509,32
2020-05-17,Chuck Hagel,11,1,Sun,65,0.3669608968659304,23
2020-09-14,Michael Scuse,18,1,Mon,0,0.7699810980120674,0
2020-04-30,Bob McDonald,5,1,Thu,0,0.3959556214162148,0
2020-06-10,Michael Scuse,17,1,Wed,0,0.6908019632333889,0
2020-08-13,Anthony Foxx,9,1,Thu,16,0.3964351772563532,6
2020-05-26,Ash Carter,9,1,Tue,0,0.42346934297820554,0
2020-08-16,Rahm Emanuel,7,1,Sun,20,0.34930646608117966,6
2020-07-15,John Kerry,2,1,Wed,0,0.7415460436488501,0
2020-10-21,Samantha Power,32,1,Wed,0,0.31877720535267146,0
2020-10-04,Hillary Clinton,10,1,Sun,108,0.6475341694662348,69
2020-06-20,Hilda Solis,1,1,Sat,160,0.310975844762288,49
2020-06-08,Pete Rouse,5,1,Mon,0,0.6751463275169953,0
2020-09-27,Cameron Kerry,6,1,Sun,22,0.4516168493544683,9
2020-07-08,Denis McDonough,18,1,Wed,0,0.7859342997195199,0
2020-06-08,Bob McDonald,36,1,Mon,0,0.39899319465039296,0
2020-04-22,Timothy Geithner,30,1,Wed,0,0.3719510252121836,0
2020-04-15,Alan Krueger,24,1,Wed,0,0.6134672779822722,0
2020-08-28,Kathleen Sebelius,8,1,Fri,41,0.554382966319099,22
2020-08-23,Neal S. Wolin,5,1,Sun,23,0.6673989994334988,15
2020-10-14,Julian Castro,16,1,Wed,0,0.6221421620226465,0
2020-06-05,Edward C. Hugler,2,1,Fri,30,0.5258429540670476,15
2020-10-20,Susan Rice,27,1,Tue,0,0.5945043347659521,0
2020-05-14,Janet Napolitano,3,1,Thu,18,0.5214604234090074,9
2020-09-19,Anthony Foxx,8,1,Sat,75,0.6520181164843961,48
2020-05-19,Pete Rouse,12,1,Tue,0,0.09336117097409442,0
2020-04-07,Tom Vilsack,18,1,Tue,0,0.8219309259671718,0
2020-10-05,Eric Holder,9,1,Mon,0,0.19294961760751903,0
2020-08-27,Michael Scuse,5,1,Thu,60,0.8033712616423144,48
2020-10-22,Alan Krueger,1,1,Thu,21,0.47099859501468017,9
2020-08-25,Maria Contreras-Sweet,47,1,Tue,0,0.26870296882698314,0
2020-09-30,Gary Locke,5,1,Wed,0,0.018714685121085494,0
2020-06-18,John King Jr.,33,1,Thu,24,0.4079025114653632,9
2020-06-25,Denis McDonough,27,1,Thu,16,0.25698366756550967,4
2020-08-02,Tom Perez,3,1,Sun,25,0.8221051610657014,20
2020-04-21,Ray LaHood,5,1,Tue,0,0.5608254012768157,0
2020-05-13,Bob McDonald,20,1,Wed,0,0.5591827108291909,0
2020-08-06,Jason Furman,40,1,Thu,21,0.5145800912403501,10
2020-09-11,Susan Rice,14,1,Fri,88,0.1992560194688849,17
2020-10-06,Denis McDonough,22,1,Tue,0,0.5567690065247006,0
2020-06-20,Arne Duncan,8,1,Sat,65,0.08604757853318006,5
2020-09-21,Samantha Power,21,1,Mon,0,0.8307627356494777,0
2020-04-13,Bob McDonald,21,1,Mon,0,0.3934152089525014,0
2020-08-14,Loretta Lynch,14,1,Fri,24,0.24301153646083548,5
2020-06-17,John King Jr.,10,1,Wed,0,0.6360479922266676,0
2020-08-06,Bob Perciasepe,17,1,Thu,19,0.02352641897741705,0
2020-10-16,Austan Goolsbee,21,1,Fri,70,0.25734094695653764,18
2020-05-14,John King Jr.,3,1,Thu,50,0.743365995970089,37
2020-06-20,Hilda Solis,11,1,Sat,62,0.4657199172768742,28
2020-08-24,Ash Carter,28,1,Mon,0,0.5277091493131593,0
2020-09-14,Arne Duncan,13,1,Mon,0,0.2408116496517323,0
2020-07-23,Ken Salazar,38,1,Thu,0,0.44216813881648703,0
2020-09-27,Alan Krueger,21,1,Sun,34,0.048877274233382194,1
2020-07-24,Alan Krueger,13,1,Fri,41,0.26989508598344397,11
2020-07-18,Sally Jewell,13,1,Sat,57,0.15801527918083594,9
2020-07-01,Ron Kirk,26,1,Wed,0,0.5772148819174617,0
2020-06-18,Ernest Moniz,21,1,Thu,15,0.7332165658241138,10
2020-04-27,Rand Beers,27,1,Mon,0,0.12031060777371749,0
2020-06-04,Rebecca Blank,8,1,Thu,0,0.8469840865931474,0
2020-05-31,William M. Daley,4,1,Sun,72,0.7640860260580666,55
2020-09-19,Daniel Poneman,6,1,Sat,72,0.3091706160572357,22
2020-09-16,Loretta Lynch,7,1,Wed,0,0.19853946678340434,0
2020-05-02,Austan Goolsbee,8,1,Sat,53,0.15021416379604488,7
2020-07-21,Maria Contreras-Sweet,19,1,Tue,0,0.5151035588700325,0
2020-08-08,Ray LaHood,3,1,Sat,73,0.6926501632784493,50
2020-07-19,Anthony Foxx,27,1,Sun,19,0.42454085717909035,8
2020-06-23,Samantha Power,15,1,Tue,0,0.04759475854225457,0
2020-07-02,Anthony Foxx,9,1,Thu,31,0.06788633133983239,2
2020-04-03,Edward C. Hugler,14,1,Fri,20,0.21358238419052214,4
2020-10-17,Sylvia Mathews Burwell,4,1,Sat,71,0.7302704321104102,51
2020-04-18,Rahm Emanuel,7,1,Sat,87,0.4338075244333595,37
2020-07-20,Bob McDonald,21,1,Mon,0,0.6677907079458236,0
2020-09-25,Michael Scuse,4,1,Fri,72,0.7203187599778175,51
2020-08-08,Samantha Power,1,1,Sat,44,0.7464780841954052,32
2020-07-02,Shaun Donovan,3,1,Thu,27,0.7796236792928539,21
2020-07-31,Peter R. Orszag,15,1,Fri,30,0.20436435689916835,6
2020-09-19,Samantha Power,2,1,Sat,135,0.664432794880122,89
2020-05-07,Cameron Kerry,5,1,Thu,34,0.4113019145443104,13
2020-10-28,Chuck Hagel,37,1,Wed,0,0.8223157259752042,0
2020-07-12,Maria Contreras-Sweet,11,1,Sun,35,0.2707095702993683,9
2020-10-19,Michael Scuse,11,1,Mon,0,0.5843170794309117,0
2020-10-13,Chuck Hagel,31,1,Tue,0,0.5685190208256244,0
2020-09-10,Timothy Geithner,5,1,Thu,37,0.5552189202746376,20
2020-08-25,Steven Chu,19,1,Tue,0,0.8218330220435746,0
2020-08-19,Gary Locke,18,1,Wed,0,0.31046653651865197,0
2020-04-16,Gary Locke,36,1,Thu,0,0.32664289945969355,0
2020-07-01,Arne Duncan,14,1,Wed,0,0.099207885179203,0
2020-07-25,Jeh Johnson,16,1,Sat,48,0.26194103197194635,12
2020-10-22,Sylvia Mathews Burwell,15,1,Thu,0,0.22712967038387433,0
2020-09-02,Bob McDonald,14,1,Wed,0,0.2679147925577126,0
2020-09-05,Penny Pritzker,1,1,Sat,80,0.7873211219906807,62
2020-07-12,Sally Jewell,6,1,Sun,28,0.6495440797298215,18
2020-04-27,Christina Romer,16,1,Mon,0,0.5586830530781298,0
2020-09-17,Jack Lew,9,1,Thu,31,0.2279845617711544,7
2020-07-05,Janet Napolitano,21,1,Sun,61,0.48838248526444655,29
2020-07-03,Jason Furman,5,1,Fri,28,0.0963206441490911,2
2020-04-06,Hilda Solis,10,1,Mon,0,0.1517833394696936,0
2020-05-02,Rand Beers,15,1,Sat,79,0.386014380317647,30
2020-07-01,Timothy Geithner,5,1,Wed,0,0.051315188384614886,0
2020-09-14,Edward C. Hugler,20,1,Mon,0,0.2587208935758099,0
2020-04-02,Ray LaHood,30,1,Thu,0,0.40086458433652294,0
2020-08-09,Karen Mills,7,1,Sun,35,0.043265339534264056,1
2020-10-14,Joe Biden,5,1,Wed,0,0.32029142271494493,0
2020-09-01,Seth Harris,26,1,Tue,0,0.5251602882402949,0
2020-05-27,Maria Contreras-Sweet,6,1,Wed,0,0.7632384401746094,0
2020-10-02,Gary Locke,14,1,Fri,61,0.20316794735845178,12
2020-06-12,Joe Biden,6,1,Fri,72,0.38581493753008544,27
2020-08-04,Bob Perciasepe,11,1,Tue,0,0.5255635701003484,0
2020-07-03,John King Jr.,4,1,Fri,28,0.26817908994853495,7
2020-04-12,Samantha Power,38,1,Sun,31,0.8328117988537996,25
2020-09-06,Hilda Solis,1,1,Sun,67,0.7617804932408034,51
2020-07-28,Rebecca Blank,36,1,Tue,0,0.5583422839990817,0
2020-09-11,Jeanne Hulit,6,1,Fri,33,0.6402259185095317,21
2020-04-12,Ernest Moniz,11,1,Sun,30,0.25314625862520185,7
2020-09-03,John Kerry,31,1,Thu,23,0.3086636371677741,7
2020-06-04,Bob McDonald,23,1,Thu,16,0.08167783775134012,1
2020-06-01,John Kerry,28,1,Mon,0,0.38867458689492196,0
2020-09-28,Rahm Emanuel,13,1,Mon,0,0.17810925288358703,0
2020-04-19,Anthony Foxx,25,1,Sun,19,0.002218963368795812,0
2020-04-10,Anthony Foxx,5,1,Fri,77,0.2522895411588251,19
2020-06-15,Demetrios Marantis,21,1,Mon,0,0.4236370252096094,0
2020-07-27,Chuck Hagel,6,1,Mon,0,0.012779853050597012,0
2020-08-11,Kathleen Sebelius,18,1,Tue,0,0.6542571354540996,0
2020-05-29,Penny Pritzker,32,1,Fri,31,0.040454326174221934,1
2020-05-15,Karen Mills,6,1,Fri,53,0.40204730788245796,21
2020-06-22,Ash Carter,10,1,Mon,0,0.15233886312926187,0
2020-07-12,Eric Shinseki,28,1,Sun,21,0.015515646478161215,0
2020-09-29,Seth Harris,56,1,Tue,0,0.3702503864886239,0
2020-04-27,Rebecca Blank,19,1,Mon,0,0.05510990839684382,0
2020-08-25,Tom Perez,22,1,Tue,0,0.3518730585463345,0
2020-07-17,Gary Locke,13,1,Fri,34,0.45898191339801997,15
2020-10-13,Peter R. Orszag,17,1,Tue,0,0.4978056451422162,0
2020-07-29,Alan Krueger,27,1,Wed,0,0.14979904022766277,0
2020-04-28,Seth Harris,12,1,Tue,0,0.2772852621274069,0
2020-07-05,Hilda Solis,36,1,Sun,73,0.17028061609016731,12
2020-05-12,Bob McDonald,19,1,Tue,0,0.050460550910793246,0
2020-07-04,Penny Pritzker,13,1,Sat,99,0.36305678487988186,35
2020-05-19,Gina McCarthy,19,1,Tue,0,0.5872010277002119,0
2020-10-26,Gina McCarthy,5,1,Mon,0,0.4203749883221462,0
2020-07-07,Jeffrey Zients,8,1,Tue,0,0.7865296990727074,0
2020-09-16,Rahm Emanuel,24,1,Wed,0,0.5514529328560457,0
2020-05-05,Seth Harris,11,1,Tue,0,0.5196908498532139,0
2020-10-06,Pete Rouse,7,1,Tue,0,0.2844647724297829,0
